User ID,Email Address,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Engagement Metrics,Feedback/Ratings,Customer Support Interactions
172,everettbethany@example.net,1964-09-15,Female,Lake Jorgemouth,2024-02-20,2025-02-19,Monthly,Visa,Auto-renew,Occasional,Electronics,Documentary,Medium,4.7,9
173,brandymccullough@example.org,1970-07-30,Male,Cortezborough,2024-04-12,2025-04-12,Monthly,Visa,Manual,Regular,Clothing,Horror,Medium,3.7,5
174,youngashley@example.com,1988-10-10,Female,East Michaelmouth,2024-03-14,2025-03-14,Annual,Mastercard,Auto-renew,Occasional,Clothing,Comedy,Low,4.2,0
175,jonesheather@example.org,1950-04-06,Female,East Erin,2024-02-04,2025-02-03,Annual,Visa,Manual,Occasional,Electronics,Drama,Medium,4.8,7
176,twilliams@example.com,1986-07-07,Female,Lake Codymouth,2024-02-13,2025-02-12,Monthly,Mastercard,Auto-renew,Frequent,Books,Horror,High,3.3,8
177,jenniferking@example.org,1972-03-06,Female,Michaelaport,2024-02-16,2025-02-15,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Romance,High,3.4,0
178,timothymercado@example.net,1990-06-20,Male,Lake Bobby,2024-03-24,2025-03-24,Monthly,Mastercard,Manual,Regular,Clothing,Horror,High,3.2,1
179,mason12@example.net,1949-03-31,Female,Williamland,2024-03-24,2025-03-24,Annual,Amex,Manual,Frequent,Electronics,Drama,Medium,4.5,6
180,sarah63@example.net,1944-06-09,Female,Drakemouth,2024-04-13,2025-04-13,Monthly,Mastercard,Auto-renew,Regular,Clothing,Documentary,Medium,3.4,10
181,mbrady@example.com,1995-12-17,Male,Bentonfort,2024-03-23,2025-03-23,Monthly,Mastercard,Manual,Frequent,Clothing,Comedy,High,4.9,7
182,burkedustin@example.org,2000-03-18,Male,Lake Douglasside,2024-03-16,2025-03-16,Annual,Visa,Auto-renew,Occasional,Electronics,Documentary,High,4.3,0
183,jessicaglass@example.net,1941-08-11,Female,North Ernest,2024-01-02,2025-01-01,Monthly,Mastercard,Auto-renew,Frequent,Books,Action,High,3.1,8
184,christine45@example.net,1951-11-29,Male,New Brookestad,2024-04-05,2025-04-05,Annual,Amex,Manual,Occasional,Books,Drama,High,4.8,9
185,nicole19@example.net,1993-03-04,Female,Aprilberg,2024-01-30,2025-01-29,Annual,Amex,Auto-renew,Frequent,Clothing,Horror,High,4.3,9
186,samanthapowell@example.com,1954-06-05,Male,Mejiaburgh,2024-02-22,2025-02-21,Monthly,Visa,Manual,Occasional,Clothing,Comedy,Medium,3.9,8
187,jackmiller@example.com,2002-12-09,Female,Munozville,2024-02-20,2025-02-19,Annual,Amex,Manual,Regular,Books,Drama,Low,4.8,9
188,maria52@example.org,1996-07-21,Male,Lewisberg,2024-04-13,2025-04-13,Annual,Visa,Auto-renew,Regular,Books,Comedy,High,4.1,10
189,natalie75@example.org,1940-02-11,Female,North April,2024-02-01,2025-01-31,Annual,Mastercard,Auto-renew,Regular,Books,Horror,High,4.7,3
190,dustinsmith@example.net,1976-10-01,Male,South Angelaland,2024-01-06,2025-01-05,Monthly,Mastercard,Auto-renew,Regular,Books,Romance,Low,3.3,10
191,danielclark@example.net,1993-12-20,Male,Lake Kelseychester,2024-03-21,2025-03-21,Monthly,Visa,Auto-renew,Regular,Electronics,Sci-Fi,Low,5.0,5
192,brent46@example.org,1946-12-02,Female,Vargasshire,2024-03-21,2025-03-21,Annual,Visa,Auto-renew,Regular,Books,Sci-Fi,High,3.5,5
193,angelawhite@example.org,1938-10-03,Female,Port Markland,2024-02-07,2025-02-06,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Documentary,High,4.2,4
194,nicholsmia@example.com,1975-05-19,Female,Dianachester,2024-01-25,2025-01-24,Monthly,Mastercard,Manual,Regular,Electronics,Action,Low,4.1,5
195,johnsonjohn@example.org,1946-09-25,Female,West Michaelside,2024-03-20,2025-03-20,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Romance,Medium,4.3,7
196,christophermontgomery@example.net,1991-06-27,Male,Karenside,2024-01-25,2025-01-24,Annual,Amex,Manual,Occasional,Books,Horror,Low,3.8,10
197,andersoncassandra@example.net,1966-09-13,Male,Millerbury,2024-04-07,2025-04-07,Annual,Mastercard,Manual,Frequent,Clothing,Documentary,Low,3.2,9
198,angela14@example.com,2000-08-20,Male,Lake Brianaborough,2024-04-05,2025-04-05,Monthly,Visa,Manual,Frequent,Clothing,Romance,Low,3.2,7
199,dominicburns@example.com,1967-05-01,Male,New Emma,2024-04-01,2025-04-01,Monthly,Amex,Manual,Frequent,Clothing,Action,High,4.7,5
200,davismelissa@example.net,1936-12-27,Female,Lindaside,2024-01-05,2025-01-04,Annual,Amex,Auto-renew,Regular,Books,Action,High,4.1,8
201,nicholas23@example.org,1982-02-03,Female,New Robertborough,2024-03-12,2025-03-12,Annual,Amex,Manual,Regular,Clothing,Drama,High,4.4,7
202,kellyterrance@example.com,1990-03-13,Male,Rogerchester,2024-02-25,2025-02-24,Annual,Amex,Auto-renew,Occasional,Clothing,Documentary,Medium,4.7,10
203,garycoffey@example.org,1990-05-06,Male,South Ericmouth,2024-01-13,2025-01-12,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Documentary,Medium,4.3,9
204,lukewilcox@example.org,1980-07-10,Female,West Barbarahaven,2024-02-27,2025-02-26,Monthly,Visa,Manual,Frequent,Books,Sci-Fi,Medium,4.8,5
205,kenneth18@example.org,1938-09-05,Male,Williamland,2024-02-11,2025-02-10,Annual,Mastercard,Auto-renew,Occasional,Books,Drama,High,3.7,7
206,mfrench@example.net,1961-12-04,Female,Jamesstad,2024-01-12,2025-01-11,Annual,Amex,Auto-renew,Frequent,Electronics,Romance,Medium,4.7,4
207,jesse00@example.org,1976-12-11,Female,Lake Jamie,2024-04-12,2025-04-12,Annual,Visa,Auto-renew,Occasional,Books,Documentary,High,4.8,3
208,gonzalezdavid@example.com,1960-10-05,Female,South Ryanville,2024-01-24,2025-01-23,Annual,Mastercard,Auto-renew,Regular,Electronics,Drama,Low,4.2,5
209,carsonlauren@example.com,1949-08-05,Male,Lake Jessicaside,2024-02-25,2025-02-24,Annual,Mastercard,Manual,Regular,Books,Sci-Fi,Low,3.5,6
210,keithjones@example.com,1997-03-04,Male,Leviport,2024-03-21,2025-03-21,Annual,Visa,Auto-renew,Regular,Electronics,Romance,Low,3.5,9
211,millervalerie@example.net,1937-12-21,Male,Meyerberg,2024-02-04,2025-02-03,Monthly,Mastercard,Manual,Frequent,Electronics,Comedy,Medium,4.1,6
212,bryan67@example.net,1959-07-01,Female,West Gary,2024-03-10,2025-03-10,Annual,Visa,Auto-renew,Frequent,Electronics,Romance,Medium,4.8,10
213,mellis@example.net,1941-05-20,Male,Jacobsfort,2024-01-26,2025-01-25,Annual,Amex,Manual,Occasional,Electronics,Romance,Low,3.0,10
214,ywilson@example.org,1983-09-22,Male,Nicholsburgh,2024-01-17,2025-01-16,Monthly,Mastercard,Manual,Frequent,Electronics,Horror,High,3.1,0
215,hendersonaaron@example.com,1968-12-01,Female,East Ashley,2024-02-20,2025-02-19,Monthly,Visa,Auto-renew,Regular,Clothing,Romance,Medium,4.3,9
216,robert14@example.com,1992-06-22,Male,Joyburgh,2024-01-16,2025-01-15,Monthly,Amex,Auto-renew,Frequent,Books,Action,Medium,3.6,7
217,christopherphillips@example.org,1935-08-19,Female,Lake Jose,2024-03-11,2025-03-11,Monthly,Amex,Manual,Regular,Clothing,Documentary,Low,4.6,7
218,rayveronica@example.org,1955-02-12,Female,South Sarah,2024-01-09,2025-01-08,Monthly,Amex,Manual,Frequent,Electronics,Romance,Low,3.1,0
219,gmorris@example.org,1963-02-12,Male,Huynhland,2024-01-22,2025-01-21,Monthly,Visa,Manual,Regular,Electronics,Documentary,High,4.6,3
220,mphelps@example.org,2003-12-15,Female,Herreraberg,2024-02-01,2025-01-31,Monthly,Mastercard,Manual,Occasional,Electronics,Action,High,3.8,5
221,marygarcia@example.com,1973-07-31,Male,South Thomashaven,2024-03-26,2025-03-26,Annual,Amex,Auto-renew,Frequent,Books,Documentary,Medium,3.9,1
222,anthony39@example.org,1984-12-06,Male,Jeremyton,2024-03-16,2025-03-16,Annual,Visa,Manual,Occasional,Electronics,Drama,Low,4.1,7
223,benjamin60@example.net,1987-06-14,Male,Nelsonton,2024-04-10,2025-04-10,Annual,Mastercard,Manual,Frequent,Electronics,Sci-Fi,Low,4.2,4
224,alan38@example.org,1933-09-14,Male,Port Mark,2024-01-25,2025-01-24,Annual,Amex,Auto-renew,Frequent,Books,Action,High,3.7,5
225,oneillhannah@example.com,1994-07-05,Male,New Richardstad,2024-03-24,2025-03-24,Annual,Visa,Auto-renew,Occasional,Electronics,Sci-Fi,Low,4.2,8
226,johnbanks@example.org,1980-06-06,Male,Maynardview,2024-04-05,2025-04-05,Monthly,Mastercard,Auto-renew,Regular,Clothing,Horror,High,3.2,0
227,nschwartz@example.org,1994-10-14,Female,Montgomeryview,2024-01-07,2025-01-06,Annual,Amex,Manual,Frequent,Clothing,Sci-Fi,High,4.6,7
228,gibsonlinda@example.net,1992-11-30,Male,Scottbury,2024-03-06,2025-03-06,Annual,Visa,Auto-renew,Occasional,Clothing,Comedy,Medium,3.8,0
229,sherrybell@example.net,1965-10-08,Male,New Jacobmouth,2024-01-13,2025-01-12,Annual,Visa,Manual,Occasional,Electronics,Sci-Fi,Low,3.0,3
230,pperkins@example.com,1951-12-20,Male,Jensenside,2024-04-09,2025-04-09,Monthly,Visa,Manual,Frequent,Electronics,Horror,Medium,3.6,7
231,alishasmall@example.com,1988-02-12,Male,New Jonathan,2024-03-17,2025-03-17,Annual,Visa,Manual,Occasional,Electronics,Action,High,4.5,4
232,jonesisabella@example.com,1961-01-18,Female,South Stephen,2024-03-04,2025-03-04,Annual,Mastercard,Manual,Frequent,Clothing,Horror,Medium,3.2,6
233,maureenschneider@example.org,2001-02-15,Male,West Sherrishire,2024-02-03,2025-02-02,Annual,Visa,Auto-renew,Regular,Books,Action,Low,3.2,0
234,gwilliams@example.org,1995-07-10,Male,Brianton,2024-01-06,2025-01-05,Monthly,Mastercard,Manual,Regular,Clothing,Horror,High,4.5,0
235,qayala@example.com,2002-09-17,Male,Meadowsland,2024-01-23,2025-01-22,Annual,Visa,Auto-renew,Frequent,Books,Documentary,High,4.5,4
236,austin17@example.net,1943-08-21,Male,Andrewside,2024-03-16,2025-03-16,Monthly,Mastercard,Manual,Occasional,Clothing,Documentary,High,4.1,1
237,robertsmichael@example.net,1985-02-01,Female,South Veronicaland,2024-04-03,2025-04-03,Monthly,Amex,Manual,Occasional,Electronics,Documentary,High,4.9,2
238,jenniferhaley@example.org,1966-11-09,Female,Johnburgh,2024-01-20,2025-01-19,Annual,Amex,Auto-renew,Frequent,Clothing,Drama,Medium,3.3,1
239,wernertony@example.org,1967-12-03,Male,Hallfort,2024-03-03,2025-03-03,Monthly,Mastercard,Manual,Frequent,Clothing,Action,Medium,3.5,7
240,lauren25@example.net,1990-07-18,Female,Adamburgh,2024-01-23,2025-01-22,Annual,Mastercard,Auto-renew,Regular,Clothing,Horror,Medium,4.4,0
241,cordovaanthony@example.org,1990-01-21,Female,Lake Jason,2024-01-03,2025-01-02,Annual,Visa,Auto-renew,Regular,Electronics,Romance,Medium,4.5,1
242,gina51@example.org,1965-08-19,Male,East Devinmouth,2024-01-29,2025-01-28,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Comedy,High,4.0,7
243,christianhawkins@example.net,1999-10-09,Female,Franklinview,2024-03-30,2025-03-30,Annual,Visa,Manual,Occasional,Electronics,Drama,Low,4.1,2
244,cassandra86@example.org,1934-01-16,Female,Louisview,2024-02-26,2025-02-25,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Documentary,Medium,4.4,4
245,hollypeterson@example.com,1965-03-04,Female,Cheryltown,2024-03-09,2025-03-09,Monthly,Mastercard,Manual,Regular,Electronics,Drama,Low,3.6,7
246,scott11@example.org,1948-03-09,Male,Leonardmouth,2024-04-04,2025-04-04,Monthly,Amex,Manual,Frequent,Books,Comedy,High,4.0,10
247,tonya54@example.org,1999-03-17,Male,Dannyview,2024-03-23,2025-03-23,Annual,Visa,Manual,Frequent,Books,Drama,Low,3.5,7
248,mercadolydia@example.net,1970-12-02,Female,North Nicole,2024-02-06,2025-02-05,Annual,Mastercard,Auto-renew,Regular,Electronics,Drama,High,3.5,3
249,annaknight@example.com,1994-06-16,Male,South Miranda,2024-01-06,2025-01-05,Monthly,Mastercard,Manual,Regular,Electronics,Romance,Low,3.4,0
250,alane@example.com,1936-03-04,Male,Garyland,2024-04-12,2025-04-12,Monthly,Visa,Auto-renew,Regular,Electronics,Horror,High,4.6,3
251,bradleygutierrez@example.org,1940-05-09,Male,West Sarahchester,2024-01-08,2025-01-07,Annual,Amex,Auto-renew,Frequent,Electronics,Drama,Medium,4.5,2
252,john08@example.com,1988-01-12,Male,Torrestown,2024-01-03,2025-01-02,Monthly,Amex,Auto-renew,Regular,Clothing,Romance,Medium,4.8,1
253,anthonyjames@example.net,1934-02-24,Male,Port Margaret,2024-02-08,2025-02-07,Annual,Amex,Auto-renew,Frequent,Clothing,Sci-Fi,High,3.6,0
254,egreen@example.net,1965-05-29,Female,South Suzanne,2024-03-19,2025-03-19,Annual,Visa,Auto-renew,Frequent,Clothing,Comedy,Low,4.3,3
255,cbutler@example.net,1936-05-09,Male,South Jeremyshire,2024-02-29,2025-02-28,Annual,Visa,Manual,Regular,Clothing,Horror,High,3.5,7
256,grace37@example.org,2004-07-05,Female,East Anne,2024-01-26,2025-01-25,Monthly,Amex,Manual,Occasional,Books,Sci-Fi,Low,3.4,4
257,morachristina@example.org,2002-04-10,Male,Campbellborough,2024-01-20,2025-01-19,Annual,Mastercard,Auto-renew,Occasional,Electronics,Drama,Medium,4.9,7
258,jonesnicole@example.net,1946-11-16,Female,Gutierrezstad,2024-04-10,2025-04-10,Annual,Amex,Auto-renew,Occasional,Clothing,Sci-Fi,Medium,4.9,3
259,scottyork@example.org,2005-05-14,Female,Cynthialand,2024-02-10,2025-02-09,Annual,Mastercard,Manual,Frequent,Electronics,Action,High,4.1,2
260,matthewvance@example.com,1939-01-22,Female,New Maryshire,2024-01-14,2025-01-13,Monthly,Visa,Auto-renew,Frequent,Clothing,Sci-Fi,High,4.1,5
261,carlmartin@example.org,1935-01-11,Male,Kennethview,2024-02-19,2025-02-18,Annual,Visa,Manual,Frequent,Clothing,Documentary,Medium,4.9,2
262,stephenortiz@example.net,1961-07-10,Female,East Kyleberg,2024-03-13,2025-03-13,Monthly,Amex,Auto-renew,Frequent,Clothing,Sci-Fi,High,4.7,8
263,robertingram@example.org,1958-02-03,Male,South Joseph,2024-02-08,2025-02-07,Monthly,Mastercard,Manual,Frequent,Clothing,Romance,Medium,3.2,0
264,kgomez@example.com,1976-07-31,Female,New Patricia,2024-02-25,2025-02-24,Monthly,Amex,Manual,Occasional,Books,Comedy,Medium,3.1,9
265,williamsrobin@example.com,1964-11-16,Female,Ricefort,2024-03-12,2025-03-12,Annual,Amex,Auto-renew,Frequent,Electronics,Documentary,Medium,3.9,6
266,lisa99@example.com,1972-01-13,Female,Robertsmouth,2024-03-27,2025-03-27,Annual,Amex,Auto-renew,Regular,Books,Romance,High,4.5,3
267,kmaddox@example.net,1962-06-21,Female,North Kelly,2024-02-10,2025-02-09,Annual,Visa,Auto-renew,Regular,Clothing,Documentary,High,4.7,9
268,rdavis@example.org,1968-07-15,Male,East Elizabeth,2024-02-01,2025-01-31,Annual,Mastercard,Auto-renew,Frequent,Electronics,Action,Medium,3.3,4
269,elliottbradley@example.org,1939-12-27,Female,Austinshire,2024-03-01,2025-03-01,Monthly,Visa,Auto-renew,Regular,Books,Drama,Medium,4.7,5
270,wescobar@example.org,1942-12-14,Male,Shortport,2024-03-14,2025-03-14,Monthly,Visa,Auto-renew,Frequent,Electronics,Romance,Medium,3.1,5
271,zbishop@example.com,2001-11-29,Female,Port Robinport,2024-03-12,2025-03-12,Annual,Amex,Manual,Regular,Electronics,Drama,Low,3.5,1
272,jamie52@example.net,1996-11-18,Male,Lake Holly,2024-01-08,2025-01-07,Monthly,Visa,Manual,Regular,Books,Documentary,High,3.3,6
273,frodriguez@example.org,1960-10-19,Female,Crawfordtown,2024-03-22,2025-03-22,Monthly,Amex,Manual,Regular,Clothing,Action,High,4.7,4
274,barnesjacob@example.com,1955-10-08,Male,West Jenniferhaven,2024-01-26,2025-01-25,Annual,Visa,Manual,Occasional,Electronics,Horror,Medium,3.7,3
275,davidcoleman@example.net,1993-10-18,Female,Meganfort,2024-03-20,2025-03-20,Monthly,Amex,Manual,Frequent,Electronics,Romance,Low,4.6,9
276,robinsonraymond@example.com,2005-03-14,Male,Mcconnellfurt,2024-01-04,2025-01-03,Annual,Mastercard,Auto-renew,Occasional,Clothing,Horror,High,5.0,7
277,johnsonnicholas@example.org,1957-06-15,Male,Port Meganshire,2024-01-15,2025-01-14,Annual,Mastercard,Manual,Regular,Electronics,Documentary,Low,4.2,10
278,dowen@example.net,1987-05-10,Female,Lopezfort,2024-02-26,2025-02-25,Monthly,Mastercard,Manual,Frequent,Electronics,Horror,Low,4.6,8
279,hillderek@example.net,1991-08-31,Female,Lake Ricardoburgh,2024-03-01,2025-03-01,Annual,Amex,Auto-renew,Occasional,Books,Comedy,High,4.4,9
280,chelsea06@example.org,1967-06-14,Male,East Oliviafort,2024-04-03,2025-04-03,Monthly,Visa,Manual,Occasional,Clothing,Documentary,Medium,4.4,6
281,michaelgreen@example.net,1946-04-28,Male,Bobbybury,2024-03-30,2025-03-30,Annual,Mastercard,Manual,Occasional,Clothing,Documentary,Low,4.1,5
282,timothy49@example.org,1950-04-01,Female,Emilymouth,2024-03-01,2025-03-01,Monthly,Visa,Manual,Frequent,Clothing,Action,Low,4.1,7
283,lindaevans@example.net,1997-10-29,Male,Port Rileyshire,2024-03-23,2025-03-23,Monthly,Visa,Manual,Occasional,Electronics,Horror,Medium,4.9,8
284,khernandez@example.com,1984-10-18,Male,Chandlerchester,2024-03-23,2025-03-23,Annual,Visa,Manual,Occasional,Electronics,Horror,Medium,4.7,1
285,hdennis@example.net,1991-12-03,Female,Cardenasside,2024-03-26,2025-03-26,Annual,Mastercard,Auto-renew,Occasional,Books,Documentary,Low,3.1,2
286,hector91@example.org,1994-05-22,Female,Lake Heather,2024-02-13,2025-02-12,Annual,Amex,Manual,Regular,Clothing,Documentary,Medium,3.7,9
287,cnunez@example.net,1981-07-03,Female,New Jonathanchester,2024-01-07,2025-01-06,Annual,Visa,Manual,Regular,Clothing,Action,Medium,4.9,1
288,anthony12@example.net,1940-11-16,Female,Port Charlotte,2024-03-30,2025-03-30,Annual,Visa,Auto-renew,Frequent,Books,Sci-Fi,High,4.4,6
289,kholt@example.com,1969-12-09,Male,Daviesburgh,2024-01-13,2025-01-12,Monthly,Mastercard,Manual,Regular,Clothing,Documentary,High,3.6,8
290,christopher90@example.org,1946-07-03,Male,Lake Isaactown,2024-03-06,2025-03-06,Monthly,Mastercard,Manual,Regular,Electronics,Comedy,Low,4.9,6
291,martinezjulie@example.com,2001-05-29,Male,North Susanshire,2024-01-25,2025-01-24,Annual,Visa,Auto-renew,Occasional,Books,Horror,Medium,3.0,2
292,michaellopez@example.com,1994-12-14,Female,New Dale,2024-03-21,2025-03-21,Monthly,Visa,Manual,Frequent,Clothing,Comedy,High,3.8,9
293,lromero@example.com,1996-08-26,Female,Theresahaven,2024-01-28,2025-01-27,Monthly,Visa,Manual,Frequent,Books,Comedy,High,3.8,4
294,jeremy23@example.org,1997-02-05,Male,Danielmouth,2024-01-22,2025-01-21,Monthly,Mastercard,Manual,Regular,Electronics,Sci-Fi,Low,3.8,10
295,jennifer65@example.com,1977-03-06,Female,North Bradland,2024-01-28,2025-01-27,Annual,Amex,Manual,Frequent,Clothing,Sci-Fi,High,3.2,8
296,ysilva@example.com,1965-06-13,Male,Johnsonside,2024-03-24,2025-03-24,Annual,Mastercard,Manual,Occasional,Clothing,Horror,Low,4.9,8
297,tiffanychambers@example.org,1951-03-08,Female,Davisfort,2024-03-02,2025-03-02,Monthly,Visa,Manual,Regular,Electronics,Action,Low,4.8,0
298,vduke@example.net,1940-05-09,Male,Mitchellbury,2024-04-11,2025-04-11,Annual,Mastercard,Manual,Occasional,Books,Drama,Low,5.0,9
299,vbrown@example.org,1993-12-11,Female,West Maria,2024-04-04,2025-04-04,Monthly,Amex,Manual,Regular,Books,Action,Low,3.9,9
300,frodriguez@example.net,2000-08-31,Female,Daviston,2024-01-05,2025-01-04,Annual,Mastercard,Manual,Frequent,Electronics,Documentary,Low,3.7,2
301,zross@example.org,1974-11-22,Male,Kathleenmouth,2024-01-02,2025-01-01,Monthly,Mastercard,Auto-renew,Regular,Books,Horror,High,4.5,9
302,gsantos@example.net,1947-06-13,Male,Lake Lisamouth,2024-02-21,2025-02-20,Monthly,Amex,Manual,Regular,Books,Comedy,High,3.6,9
303,kim65@example.org,1945-08-12,Female,New Melvin,2024-02-17,2025-02-16,Annual,Mastercard,Auto-renew,Frequent,Clothing,Romance,High,4.4,1
304,craigjackson@example.org,1981-04-17,Female,Ginaville,2024-03-29,2025-03-29,Annual,Visa,Auto-renew,Frequent,Clothing,Drama,Low,4.5,4
305,rsanders@example.org,1947-05-22,Female,Ginaside,2024-01-03,2025-01-02,Monthly,Amex,Auto-renew,Frequent,Books,Action,Medium,4.6,10
306,dylananderson@example.org,1992-10-13,Female,Port Patriciamouth,2024-02-12,2025-02-11,Monthly,Amex,Manual,Regular,Electronics,Comedy,High,4.4,0
307,jessicaruiz@example.net,2004-02-24,Female,Dustinview,2024-02-05,2025-02-04,Monthly,Visa,Manual,Occasional,Clothing,Drama,Low,3.2,8
308,montgomerysarah@example.net,2005-08-25,Male,West Tammy,2024-01-13,2025-01-12,Annual,Visa,Manual,Occasional,Clothing,Documentary,High,4.7,8
309,rmartin@example.net,1971-09-03,Male,Lake Dylan,2024-03-11,2025-03-11,Annual,Amex,Manual,Frequent,Electronics,Horror,Low,3.8,8
310,henryhannah@example.net,1989-05-26,Female,West Lindaville,2024-01-12,2025-01-11,Monthly,Amex,Manual,Regular,Electronics,Documentary,Medium,4.0,3
311,marilyn42@example.com,1986-02-28,Female,Alexisborough,2024-01-29,2025-01-28,Monthly,Mastercard,Manual,Regular,Clothing,Documentary,High,4.9,5
312,coxlouis@example.com,1995-11-09,Male,Loweborough,2024-01-12,2025-01-11,Annual,Visa,Auto-renew,Occasional,Books,Romance,Medium,3.4,2
313,fmccarthy@example.com,1979-11-07,Female,South Erik,2024-04-06,2025-04-06,Monthly,Amex,Manual,Occasional,Books,Horror,Low,3.3,4
314,rgreer@example.org,1997-11-26,Male,South Brandon,2024-04-13,2025-04-13,Monthly,Mastercard,Auto-renew,Frequent,Books,Documentary,High,3.6,1
315,matthewgutierrez@example.org,1935-08-25,Male,Harrisbury,2024-01-30,2025-01-29,Monthly,Amex,Auto-renew,Occasional,Books,Sci-Fi,Medium,4.3,8
316,nayala@example.org,1936-12-21,Female,Port Zacharyborough,2024-03-07,2025-03-07,Annual,Mastercard,Auto-renew,Regular,Books,Action,High,3.4,4
317,jchang@example.net,1953-07-15,Female,Lake Sandrafort,2024-02-27,2025-02-26,Monthly,Amex,Manual,Frequent,Clothing,Drama,Medium,4.2,1
318,linda39@example.org,1952-06-14,Male,Allenmouth,2024-02-03,2025-02-02,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Romance,High,4.4,10
